assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
113310170,113180135,Macadamia ternifolia,Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2020,2019-02-05 00:00:00 UTC,3.1,English,"<p>Listed as Endangered category because the Extent Of Occurrence is 3,671 km<sup>2</sup> and Area Of Occupancy is 200 km<sup>2</sup>, it is extremely fragmented, and there is a continuing decline in Extent of Occurrence, Area of Occupancy, habitat quality, subpopulations, and number of mature individuals, resulting from habitat modification due to exotic weeds, altered fire regimes, loss of connectivity between populations, and reduced gene flow.&#160;</p>","The remaining habitat is fragmented and found within lowland warm complex notophyll vine forest and Araucarian notophyll vine forest on basic and intermediate volcanic soils and alluvia in higher rainfall areas of south-east Queensland (Costello <em>et al</em>. 2009).<br/><br/>The species generally occurs in south-facing gullies with fertile, basalt-derived krasnozem soils or the interface between sandstone and basalt krasnozems (Queensland CRA/RFA Steering Committee 1997). Soils based on volcanic parent material (mostly basalt, but also trachyte, andesite, tuff and rhyolite) are of high fertility but somewhat thin or skeletal with often extensive exposure of rock fragments at the surface. Surface soils tend to be dark, of varying textures (sandy loams to light clays), slightly acid (pH 5.5–7.0) and well drained (Barry and Thomas 1994).<br/><br/>A survey of seven populations in the Cooroy to Maleny district of the Sunshine Coast (Barry and Thomas 1994) found that the species was primarily located on moderate to steeply inclined hillslopes and footslopes as well as steep to very steep tor or talus slopes at 100–320 m (mostly less than 200 m) above sea level (asl) in altitude. The Mary Cairncross Park site is atypical in that the species grows on flat to gentle undulating plateau at 430 m asl (Barry and Thomas 1994).<br/><br/>Associated vegetation is subtropical rainforest, mostly complex notophyll vineforest of varying height and development (15–40 m). An emergent rainforest tree layer may be present. Most sites are associated with a White Booyong (<em>Argyrodendron trifoliatum</em>) - Red Heart (<em>Dissilaria baloghioides</em>) alliance, common throughout the Blackall Range area (Barry and Thomas 1994). The vegetation at Mt. Pinbarren differs from the remaining sites as it involves Araucarian microphyll-notophyll mixed tall closed forest, though floristically the site shares many species in common with other recorded sites for this species (Barry and Thomas 1994).<br/><br/>Individuals can live for over 100 years, with a juvenile period of six years (Queensland CRA/RFA Steering Committee 1997).<br/><br/>Flowering in the species has been recorded from June to October with fruits from December to March (Barry and Thomas 1994, Forster <em>et al.</em> 1991). Pollination occurs via both native (<em>Trigona</em> spp.) and introduced European (<em>Apis mellifera</em>) honey bees (Costello<em> et al.</em> 2009).<br/><br/>The species reproduces from seed, which remains viable for one to six months, and seeds are dispersed by streams or rodents (Barry and Thomas 1994; Queensland CRA/RFA Steering Committee 1997).<br/><br/>Seedlings have only occasionally been recorded during surveys of wild populations (Barry and Thomas 1994). Adult plants are recorded to resprout when damaged (Queensland CRA/RFA Steering Committee 1997).","This species&#160;faces habitat modification by weeds, altered fire regimes, loss of connectivity between populations, and reduced gene flow where pollinators or dispersers have been affected. It is unclear whether biological threats,&#160;such as insects and fungus, are exacerbated by these threatening processes. Riparian and riverine corridors, once critical habitat linkages, have been extensively cleared for agriculture and subsequent urban development, especially in the Sunshine Coast lowlands. Remnant notophyll vine forests are prone to invasion by weed trees such as Camphor Laurel (<em>Cinnanmomum camphora</em>) and weed vines such as Cat’s claw Creeper (<em>Macfadyena ungiscati</em>) on disturbed margins and edges. Many remnants are often too narrow to be mapped at 1:10 000 scale which places constraints on identification of habitat sites. Enhancing habitat linkages and providing appropriate management and protection of small linkage populations is considered important for maintenance of meta-population structure. <br/><br/>Habitat in western areas of the species distribution has also been extensively cleared for pasture, cropping and forestry. These remnants can be degraded by weed infestation in conjunction with wildfire damage on margins.","The total population is estimated to be between 1,000–2,000 mature individuals (Costello <em>et al.</em> 2009).&#160;Approximately 20 small, distinct populations are known, with around 5-20 mature specimens at each locality. Significant clusters occur in the Blackall Range Group with similarly important cluster populations in the Gympie/Kin Kin Group and Nambour/Buderim Group (densest cluster population). The area incorporating the Gympie/Kin Kin group including Mothar Mountain, Woodum Range and Mt Pinbarren is considered significant due to the genetic isolation of these populations from other species of Macadamia (Costello <em>et al. </em>2009).",Decreasing,"The Small-fruited Queensland Nut is endemic to Queensland. Historically, the species was recorded east of the Main Divide from Kin Kin, near Gympie; and south to the Pine River, north of Brisbane. Following extensive habitat clearing, the species is now considered extremely rare in the wild and is restricted to an area between Mount Pinbarren (northern extent) and Mary Cairncross Park near Maleny (southern extent) (Barry and Thomas 1994).","Macadamia nuts are produced by the closely related species <em>M. tetraphylla</em>, which is sometimes grown commercially, and <em>M. ternifolia</em>, but the bulk of commercial production is from <em>M. integrifolia</em>.",Terrestrial,"The following is a list of objectives identified in the Southern Macadamia Species Recovery Plan aimed at the recovery of the Small-fruited Queensland Nut (in conjunction with three other Macadamia species) (Costello <em>et al.</em> 2009): identify and evaluate the extent and quality of southern macadamia species populations and their habitat; reduce and manage the major threatening processes affecting southern macadamia species habitat; increase knowledge of threatened southern macadamia species and their ecology to effect their conservation and management; improve community awareness and understanding of threatened southern macadamia species, especially the management requirements of these species; manage, monitor and evaluate the Southern Macadamia Species Recovery Plan.",Australasian,,false,false,Global
113310175,113180222,Macadamia tetraphylla,Endangered,"B1ab(i,ii,iii,v)",2020,2019-02-06 00:00:00 UTC,3.1,English,"<p>Listed as Endangered, as the EOO is 4,941 km<sup>2</sup>, the habitat is severely fragmented (lots of small isolated patches). It is in continuing decline as it&#160;faces habitat modification by weeds, altered fire regimes, loss of connectivity between populations, reduced gene flow where pollinators or dispersers have been affected, and illegal collection of viable plant material (fruits, cuttings and seedlings). The high urban growth zone from Beenleigh to the Gold Coast represents a major threat to local remnant wild&#160;<em>M. tetraphylla</em>&#160;and&#160;<em>M. integrifolia</em>&#160;populations which are subject to intense pressure from urban expansion and subdivision. Some roadside populations are subject to road widening and ongoing maintenance.</p>","This species grows in lowland subtropical rainforest and Brush Box (<em>Lophostemon confertus</em>) transitional rainforest, below 300 m elevation, on basalt and metasediment geology. It grows on floodplains and hilly terrain, on deep to shallow, rocky soils. Pollination is similar to other <em>Macadamia</em> species. Seed dispersal is by small rodents and gravity fall, probably with some assistance from local stream flooding. This species&#160;has moderate to high genetic diversity recorded within the species and its populations, however very low genetic differentiation between populations has been recorded at a regional scale. Rough-shelled Bush Nut is estimated to have a lifespan of over 100 years, with a juvenile period greater than six years (Queensland CRA/RFA Steering Committee 1997).","This species faces habitat modification by weeds, altered fire regimes, loss of connectivity between populations, reduced gene flow where pollinators or dispersers have been affected, and illegal collection of viable plant material (fruits, cuttings and seedlings). The high urban growth zone from Beenleigh to the Gold Coast represents a major threat to local remnant wild <em>M. tetraphylla</em> and <em>M. integrifolia</em> populations which are subject to intense pressure from urban expansion and subdivision. Some roadside populations are subject to road widening and ongoing maintenance (slashing, spraying).<br/><br/>Furthermore, the diversity of this species habitats presents complex challenges to effectively manage threatening processes. Those coastal populations found in littoral rainforest are highly susceptible to fragmentation and edge effects resulting from clearing for urban development and other land uses. These areas are also vulnerable to invasion by aggressive weeds, such as lantana and asparagus fern, which can modify remnant structure and composition. In NSW, this species has been identified as a species at risk from bitou bush (<em>Chrysanthemoides monilifera</em>).<br/><br/>Populations that occur in wet sclerophyll forest (WSF) face contentious views over how fire should be managed in this vegetation type. Recently, the southeast Queensland Fire and Biodiversity Consortium published fire management guidelines for WSF based on a fire frequency of 20-100 years. Similar work has recently been completed by the NSW Hotspots Fire Project for Northern Rivers’ vegetation communities. The proliferation of woody weeds at remnant edges can provide sufficient fuel to increase both fire frequency and intensity in these remnants. Groups such as the Brisbane Rainforest Action and Information Network have experimented with replacing degraded remnant edges with layered native edge plantings designed to provide sufficient lateral branching and leaf massing to ‘seal’ remnant edges (Donatiu pers. comm. 2008), but such closure has yet to be attempted in WSF remnants.<br/><br/>The species is threatened by genetic pollution from cultivated plantation of <em>Macadamia integrifolia.</em>","Total population size is estimated to be between 1,000–2,000 mature individuals with approximately 75 key populations with around 5–20 mature specimens at each locality.<br/><br/>Populations at any given location tend to be small, generally with fewer than 20 individuals (P. Pisanu, pers. comm. cited in Fanning <em>et al.</em> 1998). Populations in the Queensland Regional Forest Agreement (RFA) region (an area of 8000 km<sup>2</sup>) are estimated at approximately 350 mature individuals in approximately 12 populations (Queensland CRA/RFA Steering Committee 1997). There are no available estimates for New South Wales populations.",Unknown,"This species is endemic to eastern Australia, with a known national distribution of scattered populations. It has a south to north range of about 80 km from the Richmond River, New South Wales (Lismore- Ballina) to the Tweed River valley directly south of the Queensland-New South Wales border, and from the coast inland up to 50 km. It has an altitudinal range of 100 to 300 m. The species&#160;is found within the Big Scrub, which has been extensively cleared, substantially altering the original distribution.","Along with the Macadamia Nut, the Rough-shelled Bush Nut forms the basis of the commercial macadamia nut industry in Australia and Hawaii, usually as a hybrid selection. The species is rarely grown as an ornamental tree.&#160;Cultivated in Guangzhou, China, as a fruit tree.",Terrestrial,"A number of actions have been identified as priority actions for the recovery of this species including: protect rainforest from fire, exclude grazing stock from known areas of habitat by fencing, control weeds in rainforest areas, protect areas of rainforest habitat from clearing or development, expand and connect remaining remnant patches of habitat, and plant commercial hybrid macadamias away from wild populations.",Australasian,,false,false,Global
117474507,117474000,Banksia vincentia,Critically Endangered,"A4ce; B1ab(iii,iv,v)+2ab(iii,iv,v); C1+2a(i,ii); D",2020,2019-02-06 00:00:00 UTC,3.1,English,"Listed as Critically Endangered because it is suspected that there will be a 80% decline in mature individuals over a three generation period (two generations in the past, one in the future 150 years in total); the species may become extinct in the near future. The Extent of Occurrence is estimated at about 4 km<sup>2</sup>, with a correspondingly small Area of Occupancy; there is a continued decline in the number of mature individuals and the quality and extent of the species habitat; all individuals are found in a single threat-defined location, with individual plants also severely fragmented. There are fewer than 250 mature individuals (less than 20 plants remaining), with a continuing decline of at least 25% expected in the next generation; no subpopulation contains more than 50 mature individuals, and 90% of mature individuals are within the single remaining population. There are fewer than 50 mature individuals remaining.","This species occurs within sclerophyllous shrubland dominated by <em>Allocasuarina littoralis</em>, <em>B. ericifolia</em>, <em>Hakea teretifolia</em> with <em>Persoonia mollis</em>, <em>Lambertia formosa</em>, <em>Isopogon anemonifolius,</em> <em>H. laevipes</em>, <em>Aotus ericoides</em> and ground cover dominated by species of Restionaceae and Cyperaceae (Stimpson et al. 2014). It grows in sandy soil over clay on sandstone. <em>Banksia ericifolia</em>, <em>B. spinulosa</em> and <em>B. paludosa</em> co-occur with the species. Parts of the habitat appear to have been disturbed in the past, leading to an open shrub vegetation structure (T. Auld pers. comm. July 2015).&#160;This&#160;is a lignotuberous shrub that resprouts after fire.","This species has continuing decline in the quality of habitat and the number of mature individuals due to adverse effects of clearing, disturbance, impacts of the pathogen&#160;<em>Phytophthora cinnamomi</em>&#160;and a fire, that in combination have resulted in the death of mature individuals (TSSC 2018). There is a road through the middle of the population of&#160;<em>Banksia vincentia</em>, with a number of plants on or near the road verge. Recent sampling (2016) has shown that&#160;<em>Phytophthora cinnamomi</em>&#160;is widespread throughout the one known location. The road through the population has now been closed (TSSC&#160;2018).","The number of mature individuals of this species&#160;is extremely low, with fewer than 20 plants occurring in the only known population (NSW Scientific Committee 2015). The remaining species is known from a single location, with plants severely fragmented and the remaining known habitat is likely to be smaller than would be required to support a viable population (TSSC 2018).",Decreasing,"This Australian endemic,&#160;this species is currently only known from the Shoalhaven local government area of the south coast of New South Wales, where it is restricted to a single location in the Vincentia area, Jervis Bay (NSW Scientific Committee 2015).",There is not believed to be any use or trade in this species.,Terrestrial,"The species is part of the NSW ""Saving our Species"" program. It is being monitored through this program and the species occurs in at least one protected area (Colymea State Conservation Area). An <em>ex situ </em>population is being established (NSW Government Office of Environment and Heritage 2017, 2018). Regular surveys to monitor changes in populations of this species are recommended.",Australasian,,false,false,Global
121861940,117481230,Hakea aculeata,Endangered,"B1ab(iii,v)",2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Endangered because the Extent of Occurrence is &lt;2,500 km<sup>2</sup>, the species is considered to be severely fragmented and the population and habitat quality is in continuing decline.","This species is found growing among scrub and tall shrubland, on higher ground or hill tops on pale white loamy sand and gravely soil. Otherwise, it is found growing on weedchoked road verges. Associated species include <em>Eucalyptus macrocarpa</em>,<em> Banksia horrida</em>,<em>&#160;B. fraseri</em>,&#160;<em>B. sphaerocarpa,&#160;</em><em>Leptospermum erubescens, Allocasuarina campestris</em>&#160;and <em>Daviesia oxylobium</em> (Brown <em>et al.</em>&#160;1998, Durell and Buehrig 2001, DEC 2008). This species occurs within the Avon (Western Australia) Natural Resource Management Region.","The main identified threats to this species are weeds and grazing by feral rabbits (<em>Oryctolagus cuniculus</em>) and kangaroos, although additional information on the severity of these threats is needed. The main potential threats to this species include inappropriate fire regimes, poor seed set, chemical drift and roadworks. One site is threatened by mining activity. This species is vulnerable to fire in the vegetative and flowering phase; however it is able to survive and regenerate from a lignotuber. Poor seed set may be caused by lack of pollinators or insect attack. Road works may disturb populations located on road verges through road maintenance and widening activities.","The species is known from 30 populations. The number of mature, flowering plants which constitute these populations is estimated less than 2,500 (WA biodiversity audit - second version DBCA internal information -2012).&#160;As most populations of this species occur in disturbed areas with populations declining, it is possible that populations will become extinct in the future (DEC 2008).",Decreasing,"This species is endemic to Western Australia, where it occurs from south of Meckering and Tammin to northeast of Brookton.&#160;The extent of occurrence (EOO) is approximately 2,255 km<sup>2</sup>. There is insufficient data available to determine area of occupancy (AOO).",This species is not used.,Terrestrial,"Conservation management plans have been developed for this species. There is a need to more precisely survey this species and to conserve (and restore) areas where it persists, and to monitor the progress of conservation actions.",Australasian,,false,false,Global
121861945,117481239,Hakea acuminata,Vulnerable,D2,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Vulnerable category as the Area of Occurrence (AOO) is suspected to be &lt;20 km<sup>2</sup>, the Extent of occurrence (EOO) is 411 km<sup>2</sup>,&#160;<sup> </sup>and the species likely occurs in five locations.",This erect branched shrub grows in shrub-mallee or scrub-heath in deep white sand or loamy sand. This species is an obligated seeder and germination is triggered by fire (Groom and Lamont 2015). Generation time is approximately 25 years&#160;(D. Keith pers. comm. 2018).<p></p>,This species is possibly threatened by mining outside of protected areas and by frequent fire regime - which potentially depletes the seedbank.,This species appears to be rare. The population trend is not well-known.,Unknown,"This species is endemic to Australia, where it&#160;has been discovered only in recent years and to date is known from only five localities (possibly seven), between Jerramungup and Ravensthorpe near the south coast of Western Australia.",This species is not used.,Terrestrial,"This species occurs within the Fitzgerald River National Park, and its known distribution is entirely within the Fitzgerald Biosphere Reserve. It is a priority species for conservation in Western Australia. Additional surveys are recommended to try to identify more remaining populations of this species.",Australasian,,false,false,Global
121861950,117481254,Hakea adnata,Endangered,A2c,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Endangered under the A2c Criterion, as the habitat of this species was cleared by about 50% in the 1960's. It is unclear whether the species continues to substantially decline.",Plant of this species grow in sand in&#160;<em>Banksia speciosa</em>&#160;heathland or shrub mallee. This species is an obligated seeder (Groom and Lamont 2015) and germination is triggered by fire. The generation time is 25 years&#160;(D. Keith pers. comm. 2018).,"Much of this species, &gt;50% of the population, was cleared during the 1960's through the conversion of land to agricultural crop use. The species could be impacted at present by the fungal disease <em>Phytophthora</em>, however additional studies are needed to confirm this. Another threat to the species is suspected to be change in fire regimes within the range of the species. Also, the impacts of an increasingly dry climate for this species need further research.","This species is locally common, however, the species and its habitat, were cleared for agricultural use by about 50% in the 1960's.",Unknown,"This species occurs in southwestern Western Australia between Hopetoun, Norseman and Israelite Bay.",There is not suspected to be any use of this species.,Terrestrial,The species is found within the Cape Arid National Park. Continuing and additional habitat management and restoration are suggested for this species.,Australasian,,false,false,Global
121861955,117481379,Hakea ambigua,Vulnerable,A2c,2020,2018-10-22 00:00:00 UTC,3.1,English,"Listed as Vulnerable because there is suspected to have been a loss of suitable habitat of more than 30%, following land clearance during the 1960's. The generation length is though to be about 25 years (three generation = 75 years) based on knowledge of generation length for congenors.","This species is widespread on slopes and ridges in rocky quartzitic sandy soil, in woodland-heath.","The current threats to this species are uncertain, but my include infection by dieback disease (<em>Phytophthora </em>sp.). Historically, the species is suspected to have had a much broader distribution, approximately 30% of which appears to have been cleared, presumably for conversion of land to agricultural use.","There is limited information concerning the population of this species, however it is suspected that the species was substantially more widely distributed and that the population and habitat have been cleared by at least 30% of the original distribution range.",Unknown,"This shrub is restricted to the Stirling Area, in south-western Western Australia. It occurs at elevations from sea level to 300 m asl.",There is not suspected to be any use of this species.,Terrestrial,"This species is mostly found in the Stirling Range National Park, and its range also overlaps the Fitzgerald UNESCO-MAB Biosphere Reserve and numerous other smaller protected areas. In general, there is a need to monitor populations of this species, especially where infection with dieback is suspected.",Australasian,,false,false,Global
121861965,117482047,Hakea anadenia,Endangered,A2c,2020,2018-10-22 00:00:00 UTC,3.1,English,"Listed as Endangered because there has been a decline in population of more than 50%, in the last three generations (generation length of 25 years), resulting from land clearance for agricultural use.","Populations can be encountered growing in scrub-heath, sometimes with mallee or low woodland, in sandy soil. This species is an obligated seeder (Groom and Lamont 2015) and germination is trigger by fire - generation time for this species is likely to be about 25 years (based on information about other <em>Hakea</em> species).","Much of the historical clearance of this species took place in the 1960's to 1980's, no further clearing is anticipated. The species may be currently impacted by dieback disease (<em>Phytophthora</em> sp.), and populations are severely fragmented.","There is quite limited information on the current status of the population for this species. Historically, at least 50% of the population and habitat of this species was cleared through the conversion of land to agricultural use (crops).",Unknown,"This shrub occurs in the Eneabba to Moore River area near the west coast of Western Australia, and in the Pingelly–Narrogin area east of the Darling Range. It is found at elevations of about 100 m asl.",There is not suspected to be any use of this species.,Terrestrial,"This species occurs in some protected areas. Currently, conservation measures focused on limiting the impact of dieback disease on this species are suggested.",Australasian,,false,false,Global
121861970,117482289,Hakea auriculata,Vulnerable,A2c,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Vulnerable because of a population reduction of at least 30% (over three generations, totalling 300 years), as a consequence of land conversion in the 1900's and 1960's. Generation length for this species is approximately 100 years.","Populations are typically encountered growing in sandy heaths (sometimes with laterite present). Plants resprout following fires, and the generation time is suspected to be about 100 years (D. Keith pers. comm. 2018).","Historically, much of this species was cleared in the 1900's and 1960's through conversion of land to agricultural use (crops), however this threat has since ceased. Currently, remnant populations on roadside verges are threatened by damage resulting from roadside maintenance.","There is little current information on the population abundance or trends for this species. The overall population of this species was reduced by about 30% in the 1900's and 1960's, largely resulting from clearance of land.",Unknown,"This Australian endemic species occurs between Perth and Kalbarri (possibly as far north as Hamelin - although the validity of this specimen is uncertain), in Western Australia.",There is not suspected to be any use of this species.,Terrestrial,"This species has been recorded from some protected areas, notably Kalbarri National Park, Mount Leusueur National Park, Watheroo National Park, and a number of roadside and other reserves. There is a need to monitor populations of this species, and to maintain remnant populations along roadside verges.",Australasian,,false,false,Global
121861975,117482383,Hakea baxteri,Vulnerable,A2c,2020,2018-10-22 00:00:00 UTC,3.1,English,"Listed as Vulnerable because the population is considered to have declined by more than 30% over the past three generations (a generation being approximately 25 years), resulting from clearance of habitat for agricultural use.",Populations grow in heath scrub on rocky quartzitic slopes. This species is an obligated seeder that germination is trigger by fire (Groom and Lamont 2015) and generation time is about 25 years&#160;(D. Keith pers. comm. 2018).,At least 30% of this species population and habitat is suspected to have been cleared through conversion to agricultural use (cropland) likely in the 1960's. It is unclear if there are any substantial threats to remnant populations of this species.,"There is little current information on the population trends or abundance of this species. Historically, at least 30% of this species population and habitat is suspected to have been cleared through conversion to agricultural use (cropland).",Unknown,"This shrub occurs in south-western Western Australia between the Stirling Range, Albany and Bremer Bay. It occurs at elevations of approximately sea level to 300 asl.",There is not suspected to be any use of this species.,Terrestrial,"Populations of this species are present within the Stirling Range National Park, and numerous smaller protected areas occur within its range. There is a need to generally monitor remaining populations of this species.",Australasian,,false,false,Global
121861985,117482518,Hakea brachyptera,Vulnerable,A2c,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Vulnerable because historically at least 30% of the species population (and habitat) was cleared for agriculture in the 1960's, within three generations of this shrub (~25 year generation)","This species can by typically found growing in sand. This species is an obligated seeder that germination is triggered by fire&#160;(Groom and Lambert 2015), with a generation time of about 25 years&#160;(D. Keith pers. comm. 2018).","Historically, this species and the associated habitat was cleared by at least 30% during the 1960's through conversion of land to agricultural use (crops). Currently, regeneration of the species is limited through lack of fires within the Wheatbelt (approximately last 20 years).","This species is locally occasional,with little information on current population trends. At least 30% of this species population and habitat is suspected to have been cleared through conversion to agricultural use (cropland) in the 1960's.",Unknown,"This Australian species occurs in south-western Western Australia from Wagin to Lake Magenta, and south to near the Stirling Range.",There is not suspected to be any use of this species.,Terrestrial,"This species has been recorded from a number of protected areas, notably, the Stirling Range National Park,&#160; Lake Magenta Nature Reserve, the Fitzgerald UNESCO-MAB Biosphere Reserve and Dwnn Rock Nature Reserve. There is a need to restore appropriate fire management regimes to maintain this species. Monitoring of population and habitat trends is suggested.",Australasian,,false,false,Global
121861990,117482619,Hakea brownii,Endangered,A2c,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Endangered because it seems probable that at least 50-60% of the population (and habitat) of this species has been cleared within a three generation period, through historical conversion of land to agricultural use.",This species grows to 0.4–2.5 m on sand plains and in sandy heaths (ABRS 2017). It is a lignotuberous species with a suspected generation length of about 60 to 100 years.,"At least 50% of this species population and habitat is suspected to have been cleared through conversion to agricultural use (cropland) in the 1960's. Current threats include increased aridity, largely from the impacts of ongoing climate change.","It is suspected that the population of this species is declining, however this requires additional research.",Decreasing,"This species is endemic to Australia, where it extends in the north from Three Springs south to the Stirling Ranges, south west Western Australia (<em>Flora of Australia Online</em> (ABRS 2017), modified).",There does not appear to be any substantial use of this species.,Terrestrial,"This species has been recorded from the Stirling Range National Park, Wotto Nature Reserve, Watheroo National Park, Alexander Morrison National Park and Lesueur National Park, and a large number of smaller protected areas occur within its range. There is a need to monitor populations of this species, most especially where threats continue to operate.",Australasian,,false,false,Global
121862010,117483055,Hakea chromatropa,Endangered,D,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Critically Endangered because the small remnant populations of this species total &lt;50 individuals, that occur in severely fragmented populations with a continuing decline underway in the number of mature individuals and the quality and extent of habitat.","Populations are found in gravelly loam, in open shrubland, with scattered mallee eucalypts, or in <em>Eucalyptus wandoo</em> open woodland. This species is an obligated seeder&#160;(Groom and Lambert 2015) with germination is triggered by fire. Generation time is around 25 years&#160;(D. Keith pers. comm. 2018).","This species is currently threatened by roadside maintenance work, that damages populations remaining on roadside verges. In addition, regeneration of populations is limited by reduced fires within the remaining range, and there is competition ongoing with exotic weeds. Much of the distribution of this species was historically cleared for conversion to agricultural land, however the percentage of land converted is unclear.",There is suspected to be an ongoing decline in this species. There are believed to be fewer than 50 individuals of this species remaining.,Decreasing,This species has only been recorded from four localities in the Avon Wheatbelt in the south-west Botanical Province of Western Australia.,There is not suspected to be any use of this species.,Terrestrial,"Western Australian legislation records this as a Priority One Rare Flora taxon. Populations of species do not appear to be within and protected areas. There is a need to establish regular conservation management for remaining populations, including limiting the damage to these populations from roadside maintenance and exotic weeds.",Australasian,,false,false,Global
121862015,117483526,Hakea cinerea,Endangered,A2ce,2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Engendered because of a suspected decline of more than 50% over the past three generations, largely resulting from the impact of land conversion to agriculture and ongoing impacts of invasive weeds.","Populations of this shrub are generally found in mallee-heath or low heath communities in white or pale sandy soil, sometimes in swampy situations. Much of its geographical range occurs in extensively cleared areas now used for farming, the sub-populations consisting of small scattered patches. More extensive sub-populations occur in the eastern end of the range in Cape Arid National Park. There is uncertainty on this species generation length but it is estimated to be between 20-70 years.","Historically, over 50% of the range of this species was converted to agricultural use. Remaining subpopulations occur in remnant habitat on roadsides which are subject to the deleterious effects of phosphate from fertilizers used in farming, There may be impacts from altered fire regimes but this is uncertain, mechanical impacts from road maintenance, and exotic weed invasion.","Historically, this species and the associated habitat was cleared by at least 50% during the 1960's through conversion of land to agricultural use (crops). Currently, the species is undergoing a continuing decline of remnant populations resulting from the impacts of phosphate from fertilizers used in farming.",Decreasing,"This species is endemic to Australia, where it occurs&#160;along the southern coastal region of Western Australia from Ravensthorpe to Israelite Bay and up to <em>c.</em> 70 km inland, with a slightly disjunct occurrence at Point Culver at the west end of the Great Australian Bight.",There is some limited cultivation of this <em>Hakea</em> as a garden plant.,Terrestrial,"This species is present in Truslove Townsite Nature Reserve and Cape Arid National Park, and numerous other protected areas, including the Fitzgerald UNESCO-MAB Biosphere Reserve, occur within its range. Suggested conservation measures include population monitoring, and site management to limit threats to remaining populations.",Australasian,,false,false,Global
121862020,117483737,Hakea circumalata,Endangered,"A2c; B2ab(i,ii,iii,v)",2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Endangered because at least 60% of this species population (and habitat) has been cleared in the past three generations, the remaining Area of Occupancy may only be around 180 km<sup>2</sup>, populations are severely fragmented, and there is a continuing decline in the Extent of Occurrence, Area of Occupancy, and number of mature individuals.",This species occurs on sand plain heaths and is a small non lignotuberous shrub 0.3–1.5 m tall (<em>Flora of Australia Online</em>; ABRS 2017).,"The threats to this species include damage to remnant populations through roadside maintenance, competition with exotic weeds, browsing of seedlings by feral animals (rabbits), and altered fire regimes largely resulting from ongoing climate change. Historically, over 60% of the distribution of this species has been cleared for conversion to agricultural use.",There is considered to be an ongoing decline in the population of this species.,Decreasing,"This species is endemic to Australia, where it occurs&#160;from Zuytdorp (south of Shark Bay) in the north&#160;to Kellerberin in the south, Western Australia.",There does not appear to be any substantial use of this species.,Terrestrial,"This species is present in some protected areas including Zuytdorp Nature Reserve and Martinjinini Nature Reserve, and numerous small protected areas occur within its range.",Australasian,,false,false,Global
121862030,117486079,Hakea commutata,Endangered,"A2c; B2ab(i,ii,iii,v)",2020,2018-10-24 00:00:00 UTC,3.1,English,"Listed as Endangered because of a decline of &gt;50% suspected over the past three generations of this species; the Area of Occupancy is very small, likely totally no more than 250 km<sup>2</sup>, populations are severely fragmented, and there is a continuing decline in the Extent of Occurrence, Area of Occupancy, and the number of mature individuals.","This lignotuberous shrub, 0.6–3 m tall, grows in mallee heaths or mallee on laterite, sand, clay or granite (<em>Flora of Australia Online</em>; ABRS 2017).",<p>At least 50% of this species population and habitat is suspected to have been cleared through conversion to agricultural use (cropland) in the 1960's. Current threats include damage to remnant roadside verge populations (often through roadside maintenance); competition with exotic weeds; altered fire regimes impacting regeneration and recruitment; increased aridity resulting from ongoing climate change; and browsing of seedlings by feral animals (rabbits).</p>,It is suspected that there is an ongoing decline in this species. There will have been a substantial decline in this specie during the 1960's when much of the habitat was cleared.,Decreasing,"This species is endemic to Australia, where it occurs&#160;in south-western Western Australia from Moora in the northwest of the range, to the south coast from Fitzgerald River National Park, to Cape Arid National Park, and inland to Norseman.",There does not appear to be any substantial use of this species.,Terrestrial,"Populations of this species are known from Fitzgerald River National Park, Lake Magenta Nature Reserve, and occur at the edge of Cape Arid National Park. There is a need to continue and improve management of the remnant populations of this species, including monitoring population trends.",Australasian,,false,false,Global
